id,code,name,city,state,country
418,KPF,"Kondubol Airport",Kondubol,,"Papua New Guinea"
419,LDM,"Mason County Airport",Ludington,Michigan,"United States"
420,LSF,"Lawson Army Airfield","Fort Benning",Columbus,"United States"
421,MFC,"Mafeteng Airport",Mafeteng,,Lesotho
422,MQD,"Maquinchao Airport",Maquinchao,"Río Negro Province",Argentina
423,NDB,"Nouadhibou International Airport",Nouadhibou,,Mauritania
424,OOA,"Oskaloosa Municipal Airport",Oskaloosa,Iowa,"United States"
425,PNU,"Panguitch Municipal Airport",Panguitch,Utah,"United States"
426,RDZ,"Rodez-Marcillac Airport","Salles - La - SOURCE",Aveyron,France
427,SGD,"Sønderborg Airport",Sønderborg,,Denmark
428,SVS,"Stevens Village Airport","Stevens Village",Alaska,"United States"
429,TRD,"Trondheim Airport, Værnes",Trondheim,Sør-Trøndelag,Norway
430,VIQ,"Viqueque Airport",Viqueque,,"East Timor"
431,XMG,"Mahendranagar Airport",Mahendranagar,Mahakali,Nepal
432,YMD,"Mould Bay Airport","Mould Bay","Northwest Territories",Canada
433,ZAM,"Zamboanga International Airport","Zamboanga City",,Philippines
434,ZYQ,"Syracuse (Amtrak Station)",Syracuse,"New York","United States"
435,AAN,"Al Ain International Airport","Al Ain",,"United Arab Emirates"
436,AMZ,"Ardmore Airport",Ardmore,,"New Zealand"
437,BAF,"Barnes Municipal Airport","Westfield / Springfield",Massachusetts,"United States"
438,BKQ,"Blackall Airport",Blackall,Queensland,Australia
439,BVX,"Batesville Regional Airport",Batesville,Arkansas,"United States"
440,CHN,"Chonju Airport",Chonju,,"South Korea"
441,CTN,"Cooktown Airport",Cooktown,Queensland,Australia
442,DMM,"King Fahd International Airport",Dammam,,"Saudi Arabia"
443,EME,"Emden Airport",Emden,"Lower Saxony",Germany
444,FNG,"Fada N'gourma Airport","Fada N'gourma",,"Burkina Faso"
445,GMC,"Guerima Airport",Guerima,,Colombia
446,HFF,"Mackall Army Airfield","Camp Mackall","North Carolina","United States"
447,ICN,"Incheon International Airport",Incheon,,"South Korea"
448,JBT,"Bethel Seaplane Base",Bethel,Alaska,"United States"
449,KCU,"Masindi Airport",Masindi,,Uganda
450,KPG,"Kurupung Airport",Kurupung,,Guyana
451,LDN,"Lamidanda Airport",Lamidanda,,Nepal
452,LSH,"Lashio Airport",Lashio,,"Myanmar (Burma)"
453,MFD,"Mansfield Lahm Regional Airport",Mansfield,Ohio,"United States"
454,MQF,"Magnitogorsk Airport",Magnitogorsk,Chelyabinsk,Russia
455,NDC,"Nanded Airport",Nanded,,India
456,OOK,"Toksook Bay Airport","Toksook Bay",Alaska,"United States"
457,PNX,"North Texas Regional Airport","Sherman / Denison",Texas,"United States"
458,REC,"Guararapes International Airport",Recife,,Brazil
459,SGE,"Siegerland Airport",Burbach,,Germany
460,SVW,"Sparrevohn LRRS Airport",Sparrevohn,Alaska,"United States"
461,TRE,"Tiree Airport",Tiree,Scotland,"United Kingdom"
462,VIS,"Visalia Municipal Airport",Visalia,California,"United States"
463,XMH,"Manihi Airport",Manihi,,"French Polynesia"
464,YME,"Matane Airport",Matane,Quebec,Canada
465,ZAO,"Laberandie Airport",Cahors,,France
466,ZYR,"Brussels-South Railway Station",Brussels,,Belgium
467,AAO,"Anaco Airport",Anaco,,Venezuela
468,ANB,"Anniston Metropolitan Airport",Anniston,Alabama,"United States"
469,BAG,"Loakan Airport","Baguio City",,Philippines
470,BKR,"Bokoro Airport",Bokoro,,Chad
471,BVY,"Beverly Municipal Airport",Beverly,Massachusetts,"United States"
472,CHO,"Charlottesville-Albemarle Airport",Charlottesville,Virginia,"United States"
473,CTO,"Calverton Executive Airpark",Calverton,"New York","United States"
474,DMN,"Deming Municipal Airport",Deming,"New Mexico","United States"
475,EMG,"Empangeni Airport",Empangeni,,"South Africa"
476,FNH,"Fincha Airport",Fincha,,Ethiopia
477,GME,"Gomel Airport",Gomel,,Belarus
478,HFN,"Hornafjörður Airport",Höfn,,Iceland
479,ICO,"Sicogon Airport",Carles,Iloilo,Philippines
480,JCA,"Croisette Heliport",Cannes,"Côte d'Azur",France
481,KCZ,"K?chi Ry?ma Airport",K?chi,,Japão
482,KPH,"Pauloff Harbor Seaplane Base","Sanak Island",Alaska,"United States"
483,LDO,"Ladouanie Airport",Ladouanie,,Suriname
484,LSI,"Sumburgh Airport",Shetland,Scotland,"United Kingdom"
485,MFE,"McAllen-Miller International Airport",McAllen,Texas,"United States"
486,MQH,"Minaçu Airport",Minaçu,Goiás,Brazil
487,NDJ,"N'Djamena International Airport",N'Djamena,,Chad
488,OOL,"Gold Coast Airport",Coolangatta,Queensland,Australia
489,PNY,"Pondicherry Airport",Puducherry,,India
490,RED,"Mifflin County Airport",Reedsville,Pennsylvania,"United States"
491,SGF,"Springfield - Branson NATIONAL Airport",Springfield,Missouri,"United States"
492,SVX,"Koltsovo International Airport",Yekaterinburg,,Russia
493,TRF,"Sandefjord Airport, Torp","Sandefjord / Stokke",,Norway
494,VIT,"Vitoria Foronda International Airport",Vitoria-Gasteiz,,Spain
495,XMI,"Masasi Airport",Masasi,,Tanzania
496,YMF,"Montague Harbour Airport","Montague Harbour","British Columbia",Canada
497,ZAR,"Zaria Airport",Zaria,,Nigeria
498,ZYZ,"Berchem Railway Station",Antwerp,,Belgium
499,AAP,"Andrau Airpark",Houston,Texas,"United States"
500,ANC,"Ted Stevens Anchorage International Airport",Anchorage,Alaska,"United States"
501,BAH,"Bahrain International Airport","Al Muharraq",,Bahrain
502,BVZ,"Beverley Springs Airport","Beverley Springs","Western Australia",Australia
503,CHP,"Circle Hot Springs Airport","Circle Hot Springs",Alaska,"United States"
504,CTP,"Carutapera Airport",Carutapera,Maranhão,Brazil
505,DMO,"Sedalia Memorial Airport",Sedalia,Missouri,"United States"
506,EMI,"Emirau Airport",Emirau,,"Papua New Guinea"
507,FNI,"Garons Airport",Nîmes-Arles-Camargue,,France
508,GMI,"Gasmata Airport","Gasmata Island",,"Papua New Guinea"
509,HFS,"Hagfors Airport",Hagfors,,Sweden
510,ICR,"Nicaro Airport",Nicaro,,Cuba
511,JCB,"Joaçaba Airport",Joaçaba,"Santa Catarina",Brazil
512,KDA,"Kolda North Airport",Kolda,,Senegal
513,KPI,"Kapit Airport",Kapit,Sarawak,Malaysia
514,LDR,"Lodar Airport",Lodar,,Yemen
515,LSJ,"Long Island Airport","Long Island",,"Papua New Guinea"
516,MFF,"Moanda Airport",Moanda,,Gabon
517,MQL,"Mildura Airport",Mildura,Victoria,Australia
518,NDK,"Namorik Airport","Namorik Atoll",,"Marshall Islands"
519,OPF,"Opa-locka Airport",Miami,Florida,"United States"
520,PNZ,"Senador Nilo Coelho Airport",Petrolina,Pernambuco,Brazil
521,REG,"Reggio Calabria Airport","Reggio Calabria",,Italy
522,SGG,"Sermiligaaq Heliport",Sermiligaaq,,Greenland
523,SVZ,"Juan Vicente Gómez International Airport","San Antonio del Táchira",,Venezuela
524,TRG,"Tauranga Airport",Tauranga,,"New Zealand"
525,VIV,"Vivigani Airfield",Vivigani,"Goodenough Island","Papua New Guinea"
526,XML,"Minlaton Airport",Minlaton,"South Australia",Australia
527,YMG,"Manitouwadge Airport",Manitouwadge,Ontario,Canada
528,ZAT,"Zhaotong Airport",Zhaotong,Yunnan,China
529,PMA,"Pemba/Karume Airport","Pemba Island",,Zanzibar
530,AAQ,"Anapa Airport",Anapa,,Russia
531,AND,"Anderson Regional Airport",Anderson,"South Carolina","United States"
532,BAI,"Buenos Aires Airport","Buenos Aires",,"Costa Rica"
533,BWA,"Bhairawa Airport",Bhairawa,,Nepal
534,CHQ,"Chania International Airport",Chania,,Greece
535,CTQ,"Do Palmar Airport","Santa Vitória","Rio Grande do Sul",Brazil
536,DMR,"Dhamar Airport",Dhamar,,Yemen
537,EMK,"Emmonak Airport",Emmonak,Alaska,"United States"
538,FNJ,"Pyongyang Sunan International Airport",Pyongyang,,"North Korea"
539,GMM,"Gamboma Airport",Gamboma,,"Republic of the Congo"
540,HFT,"Hammerfest Airport",Hammerfest,Finnmark,Norway
541,ICT,"Wichita Mid-Continent Airport",Wichita,Kansas,"United States"
542,JCE,"Oakland Convention Center Heliport",Oakland,California,"United States"
543,KDB,"Kambalda Airport",Kambalda,"Western Australia",Australia
544,KPL,"Kapal Airport",Kapal,,"Papua New Guinea"
545,LDU,"Lahad Datu Airport","Lahad Datu",Sabah,Malaysia
546,LSK,"Lusk Municipal Airport",Lusk,Wyoming,"United States"
547,MFG,"Muzaffarabad Airport",Muzaffarabad,,Pakistan
548,MQM,"Mardin Airport",Mardin,,Turkey
549,NDM,"Mendi Airport",Mendi,,Ethiopia
550,OPL,"St.Landry Parish Airport (Ahart Field)",Opelousas,Louisiana,"United States"
551,POA,"Salgado Filho International Airport","Porto Alegre","Rio Grande DO Sul",Brazil
552,REK,"Reykjavík Metropolitan Area",Reykjavík,,Iceland
553,SGH,"Springfield-Beckley Municipal Airport",Springfield,Ohio,"United States"
554,SWA,"Jieyang Chaoshan Airport","Jieyang / Shantou / Chaozhou",Guangdong,China
555,TRH,"Trona Airport",Trona,California,"United States"
556,VIX,"Eurico de Aguiar Salles Airport",Vitória,"Espírito Santo",Brazil
557,XMN,"Xiamen Gaoqi International Airport",Xiamen,Fujian,China
558,YMH,"Mary's Harbour Airport","Mary's Harbour",Labrador,Canada
559,ZAZ,"Zaragoza Airport",Zaragoza,,Spain
560,AAR,"Aarhus Airport",Aarhus,,Denmark
561,BAJ,"Bali Airport",Bali,"West New Britain","Papua New Guinea"
562,BKU,"Betioky Airport",Betioky,,Madagascar
563,BWB,"Barrow Island Airport","Barrow Island","Western Australia",Australia
564,CHR,"Châteauroux-Déols Marcel Dassault Airport'","Châteauroux / Déols",,France
565,CTR,"Cattle Creek Airport","Cattle Creek","Northern Territory",Australia
566,DMT,"Diamantino Airport",Diamantino,"Mato Grosso",Brazil
567,EML,"Emmen Air Base",Emmen,Lucerne,Switzerland
568,FNL,"Fort Collins-Loveland Municipal Airport","Fort Collins/Loveland",Colorado,"United States"
569,GMN,"Greymouth Airport",Greymouth,,"New Zealand"
570,HGA,"Egal International Airport",Hargeisa,,Somalia
571,ICY,"Icy Bay Airport","Icy Bay",Alaska,"United States"
572,JCH,"Qasigiannguit Heliport",Qasigiannguit,,Greenland
573,KDC,"Kandi Airport",Kandi,,Benin
574,KPM,"Kompiam Airport",Kompiam,,"Papua New Guinea"
575,LDV,"Landivisiau Airport",Landivisiau,,France
576,LSL,"Los Chiles Airport","Los Chiles",,"Costa Rica"
577,MFH,"Mesquite Airport",Mesquite,Nevada,"United States"
578,MQN,"Mo i Rana Airport, Røssvoll","Mo i Rana",,Norway
579,NDR,"Arwi Airport",Nador,,Morocco
580,OPO,"Francisco Sá Carneiro Airport",Porto,,Portugal
581,POB,"Pope Air FORCE Base",Fayetteville,"North Carolina","United States"
582,REL,"Almirante Marco Andrés Zar Airport",Trelew,Chubut,Argentina
583,SGK,"Sangapi Airport",Sangapi,,"Papua New Guinea"
584,SWD,"Seward Airport",Seward,Alaska,"United States"
585,TRI,"Tri-Cities Regional Airport",Blountville,Tennessee,"United States"
586,VJB,"Xai Xai Airport","Xai Xai",,Mozambique
587,XMS,"Macas Airport (Edmundo Carvajal Airport)",Macas,,Ecuador
588,YMI,"Minaki Airport",Minaki,Ontario,Canada
589,ZBE,"Dolní Benesov Airport",Záb?eh,,"Czech Republic"
590,AAS,"Apalapsili Airport",Apalapsili,,Indonesia
591,ANF,"Cerro Moreno International Airport",Antofagasta,,Chile
592,BAL,"Batman Airport",Batman,,Turkey
593,BKW,"Raleigh County Memorial Airport",Beckley,"West Virginia","United States"
594,BWC,"Brawley Municipal Airport",Brawley,California,"United States"
595,CTS,"Chitose International Airport",Sapporo,Hokkaido,Japão
596,DMU,"Dimapur Airport",Dimapur,,India
597,EMM,"Kemmerer Municipal Airport",Kemmerer,Wyoming,"United States"
598,FNR,"Funter Bay Seaplane Base","Funter Bay",Alaska,"United States"
599,GMP,"Gimpo International Airport (Kimpo Airport)",Seoul,,"South Korea"
600,HGD,"Hughenden Airport",Hughenden,Queensland,Australia
601,IDA,"Idaho Falls Regional Airport","Idaho Falls",Idaho,"United States"
602,JCI,"New Century AirCenter",Olathe,Kansas,"United States"
603,KDD,"Khuzdar Airport",Khuzdar,,Pakistan
604,KPN,"Kipnuk Airport",Kipnuk,Alaska,"United States"
605,LDW,"Lansdowne Airport",Lansdowne,"Western Australia",Australia
606,LSM,"Long Semado Airport","Long Semado",Sarawak,Malaysia
607,MFI,"Marshfield Municipal Airport",Marshfield,Wisconsin,"United States"
608,MQP,"Kruger Mpumalanga International Airport",Nelspruit,,"South Africa"
609,NDU,"Rundu Airport",Rundu,"Okavango Region",Namibia
610,OPS,"Aeroporto de Sinop Airport",Sinop,"Mato Grosso",Brazil
611,POC,"Brackett Field","La Verne",California,"United States"
612,REN,"Orenburg Tsentralny Airport",Orenburg,,Russia
613,SGL,"Danilo Atienza (Sangley POINT ) Air Base","Cavite City",Cavite,Philippines
614,SWF,"Stewart International Airport",Newburgh,"New York","United States"
615,TRK,"Juwata Airport",Tarakan,"East Kalimantan",Indonesia
616,VJI,"Virginia Highlands Airport",Abingdon,Virginia,"United States"
617,XMU,"Moulins - Montbeugny Airport",Moulins,Allier,France
618,YMJ,"CFB Moose Jaw","Moose Jaw",Saskatchewan,Canada
619,ZBF,"Bathurst Airport",Bathurst,"New Brunswick",Canada
620,AAT,"Altay Airport",Altay,Xinjiang,China
621,ANG,"Angoulême - Brie - Champniers Airport",Angoulême,,France
622,BKX,"Brookings Regional Airport",Brookings,"South Dakota","United States"
623,BWD,"Brownwood Regional Airport",Brownwood,Texas,"United States"
624,CHT,"Chatham Islands / Tuuta Airport",Waitangi,"Chatham Islands","New Zealand"
625,CTT,"Le Castellet Airport","Le Castellet",,France
626,DNA,"Kadena Air Base","Okinawa Prefecture",,Japão
627,EMN,"Nema Airport",Nema,,Mauritania
628,FNT,"Bishop International Airport",Flint,Michigan,"United States"
629,GMR,"Totegegie Airport (Gambier Island Airport)",Mangareva,"Gambier Islands","French Polynesia"
630,HGH,"Hangzhou Xiaoshan International Airport",Hangzhou,,China
631,IDB,"Idre Airport",Idre,,Sweden
632,JCK,"Julia Creek Airport","Julia Creek",Queensland,Australia
633,KDE,"Koroba Airport",Koroba,,"Papua New Guinea"
634,KPO,"Pohang Airport",Pohang,,"South Korea"
635,LDX,"St-Laurent du Maroni Airport","St-Laurent du Maroni",,"French Guiana"
636,LSN,"Los Banos Municipal Airport","Los Banos",California,"United States"
637,MFJ,"Moala Airport",Moala,"Moala Islands",Fiji
638,MQQ,"Moundou Airport",Moundou,,Chad
639,NDY,"Sanday Airport",Sanday,Scotland,"United Kingdom"
640,OQN,"Brandywine Airport","West Chester",Pennsylvania,"United States"
641,POD,"Podor Airport",Podor,,Senegal
642,REO,"Rome State Airport",Rome,Oregon,"United States"
643,SGN,"Tan Son Nhat International Airport","Ho Chi Minh City",,Vietnam
644,SWI,"Swindon Airport",Swindon,England,"United Kingdom"
645,TRL,"Terrell Municipal Airport",Terrell,Texas,"United States"
646,VKG,"Rach Gia Airport","Rach Gia","Kien Giang",Vietnam
647,XMY,"Yam Island Airport","Yam Island",Queensland,Australia
648,YML,"Charlevoix Airport",Charlevoix,Quebec,Canada
649,ZBK,"Žabljak Airport",Žabljak,,Montenegro
650,AAU,"Asau Airport",Asau,,Samoa
651,ANH,"Anuha Island Resort Airport","Anuha Island Resort",,"Solomon Islands"
652,BAN,"Basongo Airport",Basongo,,"Democratic Republic of the Congo"
653,BKY,"Kavumu Airport",Bukavu,,"Democratic Republic of the Congo"
654,BWE,"Braunschweig-Wolfsburg Regional Airport",Braunschweig,"Lower Saxony",Germany
655,CHU,"Chuathbaluk Airport",Chuathbaluk,Alaska,"United States"
656,CTU,"Chengdu Shuangliu International Airport",Chengdu,Sichuan,China
657,DNB,"Dunbar Airport",Dunbar,Queensland,Australia
658,EMO,"Emo Airport",Emo,,"Papua New Guinea"
659,FOA,"Foula Airport",Foula,Scotland,"United Kingdom"
660,GMS,"Guimarães Airport",Guimarães,Maranhão,Brazil
661,HGL,"Düne Airport (Helgoland Airport)",Düne,Helgoland,Germany
662,IDF,"Idiofa Airport",Idiofa,,"Democratic Republic of the Congo"
663,JCM,"Jacobina Airport",Jacobina,Bahia,Brazil
664,KDF,"Kouba Airport",Kouba,,Algeria
665,KPP,"Kalpowar Airport",Kalpowar,Queensland,Australia
666,LSO,"Talmont Airport","Les Sables d'Olonne",,France
667,MFM,"Macau International Airport",Taipa,,Macau
668,MQS,"Mustique Airport","Mustique Island",,"Saint Vincent and the Grenadines"
669,NDZ,"Cuxhaven Airport","Nordholz - Spieka","Lower Saxony",Germany
670,ORA,"Orán Airport",Orán,"Salta Province",Argentina
671,POE,"Polk Army Airfield","Fort Polk",Louisiana,"United States"
672,REP,"Angkor International Airport","Siem Reap",,Cambodia
673,SGR,"Sugar Land Regional Airport","Sugar Land",Texas,"United States"
674,SWN,"Sahiwal Airport",Sahiwal,,Pakistan
675,TRM,"Jacqueline Cochran Regional Airport","Palm Springs",California,"United States"
676,VKO,"Vnukovo International Airport",Moscow,,Russia
677,XNA,"Northwest Arkansas Regional Airport",Fayetteville/Springdale,Arkansas,"United States"
678,YMM,"Fort McMurray Airport","Fort McMurray",Alberta,Canada
679,ZBM,"Bromont (Roland Désourdy) Airport",Bromont,Quebec,Canada
680,AAV,"Allah Valley Airport",Surallah,"South Cotabato",Philippines
681,ANI,"Aniak Airport",Aniak,Alaska,"United States"
682,BAO,"Udon Air Base","Ban Mak Khaen",,Thailand
683,BKZ,"Bukoba Airport",Bukoba,,Tanzania
684,BWF,"Barrow/Walney Island Airfield",Barrow-in-Furness,Cumbria,"United Kingdom"
685,CHV,"Chaves Airport",Chaves,,Portugal
686,CTW,"Cottonwood Airport",Cottonwood,Arizona,"United States"
687,DNC,"Danane Airport",Danane,,"Côte d'Ivoire (Ivory Coast)"
688,EMP,"Emporia Municipal Airport",Emporia,Kansas,"United States"
689,FOB,"Fort Bragg Airport","Fort Bragg",California,"United States"
690,GMT,"Granite Mountain Air Station","Granite Mountain",Alaska,"United States"
691,HGN,"Mae Hong Son Airport","Mae Hong Son",,Thailand
692,IDG,"Ida Grove Municipal Airport","Ida Grove",Iowa,"United States"
693,JCO,"Comino Heliport",Comino,,Malta
694,KDG,"Kardjali Airport",Kardjali,,Bulgaria
695,KPR,"Port Williams Seaplane Base","Port Williams","Kodiak Island Borough","United States"
696,LDZ,"Londolozi Airport",Londolozi,,"South Africa"
697,LSP,"Josefa Camejo International Airport","Las Piedras",,Venezuela
698,MFN,"Milford Sound Airport","Milford Sound",,"New Zealand"
699,MQT,"Sawyer International Airport",Marquette,Michigan,"United States"
700,NEC,"Necochea Airport",Necochea,"Buenos Aires",Argentina
701,ORB,"Örebro Airport",Örebro,,Sweden
702,POF,"Poplar Bluff Municipal Airport","Poplar Bluff",Missouri,"United States"
703,RER,"Retalhuleu Airport",Retalhuleu,,Guatemala
704,SGT,"Stuttgart Municipal Airport",Stuttgart,Arkansas,"United States"
705,SWO,"Stillwater Regional Airport",Stillwater,Oklahoma,"United States"
706,TRN,"Turin International Airport",Turin,,Italy
707,VKS,"Vicksburg Municipal Airport",Vicksburg,Mississippi,"United States"
708,XNN,"Xining Caojiabu Airport",Xining,Qinghai,China
709,YMN,"Makkovik Airport",Makkovik,"Newfoundland and Labrador",Canada
710,ZBO,"Bowen Airport",Bowen,Queensland,Australia
711,AAW,"Abbottabad Airport",Abbottabad,,Pakistan
712,ANJ,"Zanaga Airport",Zanaga,,"Republic of the Congo"
713,BAP,"Baibara Airport",Baibara,,"Papua New Guinea"
714,BWG,"Bowling Green-Warren County Regional Airport","Bowling Green",Kentucky,"United States"
715,CHX,"Captain Manuel Niño International Airport",Changuinola,"Bocas del Toro",Panama
716,CTX,"Cortland County Airport",Cortland,"New York","United States"
717,DND,"Dundee Airport",Dundee,Scotland,"United Kingdom"
718,EMS,"Embessa Airport",Embessa,,"Papua New Guinea"
719,FOC,"Fuzhou Changle International Airport",Fuzhou,Fujian,China
720,GMU,"Greenville Downtown Airport",Greenville,"South Carolina","United States"
721,HGO,"Korhogo Airport",Korhogo,,"Côte d'Ivoire"
722,IDI,"Indiana County Airport (Jimmy Stewart Field)",Indiana,Pennsylvania,"United States"
723,JCR,"Jacareacanga Airport",Jacareacanga,Pará,Brazil
724,KDH,"Kandahar International Airport",Kandahar,,Afghanistan
725,KPS,"Kempsey Airport",Kempsey,"New South Wales",Australia
726,LEA,"Learmonth Airport (RAAF Learmonth)",Exmouth,"Western Australia",Australia
727,LSQ,"Maria Dolores Airport","Los Ángeles",Biobío,Chile
728,MFO,"Manguna Airport",Manguna,,"Papua New Guinea"
729,MQU,"Mariquita Airport",Mariquita,"Tolima Department",Colombia
730,NEF,"Neftekamsk Airport",Neftekamsk,Bashkortostan,Russia
731,ORC,"Orange City Municipal Airport","Orange City",Iowa,"United States"
732,POG,"PORT Gentil Airport","PORT Gentil",,Gabon
733,RES,"Resistencia International Airport",Resistencia,Chaco,Argentina
734,SGU,"St.George Municipal Airport",St.George,Utah,"United States"
735,SWS,"Swansea Airport",Swansea,Wales,"United Kingdom"
736,TRR,"China Bay Airport",Trincomalee,,"Sri Lanka"
737,VKT,"Vorkuta Airport",Vorkuta,,Russia
738,XNT,"Xingtai Airport",Xingtai,Hebei,China
739,YMO,"Moosonee Airport",Moosonee,Ontario,Canada
